UniProt ID	Drug ID
P03886	DB01236
P07202	DB08604
P41180	DB05695
P02787	DB01593
P04626	DB05944
P48039	DB09071
P20701	DB01098
P54687	DB00167
P25101	DB05290
P34903	DB00371
P17174	DB00210
P02768	DB06713
P28335	DB00321
O60391	DB01520
P22748	DB00562
P02671	DB01593
P04406	DB09092
Q12791	DB01003
P16066	DB01613
P06401	DB00378
P08172	DB00334
Q14353	DB13191
Q04609	DB08835
P18089	DB00368
P04035	DB00641
P35368	DB00321
P35462	DB00363
P13612	DB05468
P42330	DB02056
P30043	DB03461
P12235	DB03429
P43088	DB08819
P07101	DB03552
P11586	DB04322
P52895	DB07768
P18031	DB02072
P15509	DB10772
P68871	DB07427
Q9Y233	DB08386
P41145	DB00321
P15056	DB07000
P30085	DB04444
P42261	DB00898
Q8TCU5	DB00898
P08253	DB05387
P48048	DB01124
Q01959	DB00408
P00390	DB02153
P34969	DB00321
P19235	DB09107
P47712	DB06311
P28221	DB00320
P17181	DB00034
P10276	DB00799
Q9NYX4	DB05432
P08235	DB00624
P51787	DB11633
Q06432	DB00898
P16233	DB08222
P04278	DB00421
P10827	DB03176
P05230	DB01942
P54289	DB00622
P07550	DB00264
P62942	DB01723
O00763	DB07870
P01375	DB00668
Q9Y271	DB01411
P48443	DB00523
Q14654	DB01119
P12314	DB00056
Q9BQB6	DB00946
P25100	DB00346
Q03405	DB00031
O14556	DB04477
O15382	DB02142
P12268	DB03070
P05023	DB01021
Q99707	DB11590
P09601	DB03906
P30536	DB00829
Q15822	DB00483
P11388	DB00444
P23416	DB01956
P15121	DB02007
P21802	DB02058
P31645	DB00215
P00439	DB03673
P14416	DB00334
Q12879	DB01159
P20839	DB03948
Q16445	DB00371
P00533	DB00530
P35372	DB00327
P47901	DB05455
P05546	DB09258
P14324	DB00884
P11473	DB00910
Q09470	DB01189
P33527	DB08855
P32929	DB04217
Q92731	DB00655
Q99062	DB13200
P04150	DB00288
P14867	DB00306
P28222	DB00315
P09488	DB02458
Q03013	DB03706
P09211	DB01242
Q13002	DB00312
P42262	DB00312
P48058	DB13146
P42263	DB04982
P12931	DB01908
P06239	DB04003
P43681	DB00312
P17787	DB00657
P16234	DB06043
P07333	DB07202
P27487	DB03253
P01031	DB11580
P43220	DB09045
P08069	DB01277
O95180	DB01023
P11086	DB07597
Q02750	DB06892
Q14289	DB12010
P05771	DB08862
Q99584	DB11093
Q00535	DB03496
P26358	DB01262
P00749	DB02287
O75015	DB00056
P01023	DB08888
P51681	DB06497
P08581	DB06997
P11217	DB02320
P05231	DB05744
P61073	DB12698
P03956	DB08482
P28482	DB02733
P29274	DB00640
P27169	DB14533
P00156	DB07763
P07858	DB03329
P07339	DB07542
P01579	DB10770
P50406	DB00408
P34913	DB08256
P01009	DB05961
O75469	DB00257
P06730	DB08217
Q12882	DB03247
Q04760	DB03345
P45452	DB02697
Q9Y5N1	DB06698
P11387	DB04967
P29460	DB06083
P01137	DB10772
P56817	DB07089
O14965	DB06134
P02788	DB04743
Q00987	DB14533
P31930	DB07763
Q03181	DB00374
P99999	DB03934
P27824	DB11348
P13945	DB00938
P62937	DB03393
P09038	DB03935
Q13464	DB13165
P01042	DB14548
P46059	DB01053
Q16539	DB01953
P03951	DB07071
Q8NER1	DB00316
P63316	DB01373
P48549	DB04855
P60568	DB03372
P08183	DB04877
P04629	DB12010
P05412	DB05785
P04275	DB09329
Q96RJ0	DB06714
P01584	DB05412
P35557	DB08210
Q13231	DB04350
P27361	DB06195
P49841	DB02010
P04004	DB14533
P24941	DB02116
P16118	DB04493
P05164	DB04821
P01112	DB08751
P06493	DB03496
P80188	DB04043
P19838	DB05451
P00750	DB09213
P06870	DB06728
Q9UM07	DB07449
P53779	DB04395
P11021	DB13999
P06881	DB14042
Q16678	DB06732
P08254	DB02350
P02649	DB14548
P07900	DB02550
P14210	DB12307
O75762	DB11345
Q13126	DB02933
P17252	DB06595
P27815	DB00975
P00450	DB12965
P16455	DB11831
P29218	DB14509
O14920	DB01169
P05106	DB00775
P16109	DB15271
P42574	DB06862
O60603	DB11601
P14625	DB03719
O60760	DB07614
Q9NR96	DB05530
P00167	DB14528
P04271	DB06941
P13726	DB08232
P02751	DB14533
P22894	DB03622
P15559	DB02400
Q7Z2W7	DB11755
O15530	DB02010
P13569	DB02587
P39900	DB03880
P06744	DB03042
P08100	DB02482
P22455	DB12147
P68400	DB03035
P02743	DB09130
Q96C86	DB07642
P23919	DB03280
P31939	DB01972
Q10588	DB03732
P11309	DB03366
Q06187	DB11703
Q08499	DB01791
P48736	DB04769
P43405	DB08361
Q71U36	DB03010
P68371	DB04910
P49137	DB07431
P68366	DB05147
P04350	DB11638
Q13509	DB06042
P08631	DB12010
Q13748	DB12695
P17900	DB04660
P49773	DB03349
Q9BZX2	DB04272
Q9UBX1	DB03573
Q14376	DB03397
P09871	DB00072
P50579	DB02893
Q9Y663	DB04272
P35030	DB03129
P55055	DB11994
Q9BY41	DB02917
P14555	DB02325
P25774	DB07587
O43570	DB08846
P04745	DB04237
P09960	DB03424
P04075	DB08240
P23526	DB09130
P00751	DB14487
P09874	DB02701
P07477	DB01741
Q96RI1	DB02659
P52732	DB08032
Q9NZD2	DB04465
P14174	DB07888
P08238	DB06070
Q16881	DB04106
Q99250	DB05232
P35499	DB13154
O00408	DB08811
P62508	DB04468
P21964	DB02342
P11511	DB00990
P02675	DB11572
P00736	DB00072
P02745	DB00072
P02746	DB00072
P02747	DB00072
P08637	DB00056
P12318	DB00056
P31994	DB00056
P31995	DB00056
P68133	DB03850
P27797	DB09130
Q07954	DB13152
P05981	DB03865
P11362	DB05014
P22607	DB09078
P35346	DB09099
P48147	DB07148
P06276	DB00674
O00519	DB08400
P27338	DB00909
P21397	DB00909
P47989	DB03328
Q00534	DB11730
P00813	DB02616
P11802	DB12001
Q9GZT9	DB08687
Q00975	DB05950
Q8N142	DB04315
P08263	DB03003
P67775	DB14002
O75899	DB08892
P36544	DB00306
Q9UGM1	DB05137
P18505	DB00801
P28472	DB00602
P47870	DB00801
Q08493	DB05219
Q08289	DB00653
Q13698	DB00653
O60840	DB04920
Q01668	DB00622
Q13547	DB06176
Q92769	DB00641
P49356	DB07227
P49354	DB07227
Q16665	DB06082
P43115	DB09211
P42336	DB11772
P42345	DB05210
Q00653	DB05471
P00441	DB03382
Q9NY47	DB01244
O43525	DB06089
O00329	DB09054
O60674	DB08067
P07949	DB08896
Q02880	DB05022
P09467	DB04493
P05177	DB14011
P50135	DB13875
Q16790	DB08846
P03952	DB12831
Q15842	DB01289
O00206	DB04933
P16422	DB11075
P31350	DB05801
P54760	DB07252
P07237	DB14487
P04746	DB02889
Q99418	DB07348
P23141	DB00907
P01857	DB07371
P16152	DB04216
P15531	DB02607
Q96FI4	DB14489
P15086	DB07136
P07998	DB01942
P30291	DB07265
P11509	DB07623
Q9NXA8	DB15493
Q02763	DB08901
P04637	DB08363
O14757	DB07025
P05067	DB02709
Q96GD4	DB12010
Q8NET8	DB11345
P43235	DB03456
Q693P7	DB01520
P40238	DB11995
Q99527	DB13953
P02647	DB14548
P01024	DB09130
P01308	DB14533
P52333	DB12010
P15169	DB14548
P22792	DB14548
Q16706	DB03008
P35408	DB12836
P56524	DB14487
P30874	DB09099
P17538	DB06692
P52209	DB03962
Q9Y5Y4	DB01088
P38606	DB06734
O95749	DB06548
P33402	DB09282
P30926	DB00898
P32297	DB00674
Q15825	DB09028
P18507	DB00690
Q8N1C3	DB00829
Q99928	DB00829
P78334	DB00829
O00591	DB00829
Q9UN88	DB00897
P28476	DB00829
O14764	DB00829
P29034	DB14487
Q9UK17	DB06217
Q16620	DB14723
A8MPY1	DB00829
P07451	DB00580
P43166	DB00909
Q8TCC7	DB01241
P19652	DB14487
P35869	DB01076
P11474	DB06732
Q15788	DB06908
P20248	DB06844
Q15596	DB06898
P53350	DB08059
P61626	DB03006
P15085	DB03441
P78536	DB07147
P31151	DB14487
Q9UNI1	DB03702
P17612	DB02611
P61925	DB07204
Q9UJM8	DB03884
P63208	DB07950
Q9NZK7	DB02758
Q13133	DB11994
P36897	DB07267
Q9UQF2	DB11157
P45983	DB07272
Q9UGN5	DB12332
P01859	DB08323
P84077	DB07348
P61927	DB08437
P39023	DB09092
P01834	DB07441
P25705	DB08629
P06576	DB08629
P36542	DB08629
P60174	DB03132
Q14994	DB01076
P08574	DB07763
P22695	DB07778
P07919	DB07778
O14949	DB07778
P47985	DB07763
O14957	DB08330
P14927	DB07763
Q9UDW1	DB07763
Q9UKQ2	DB03088
Q7Z406	DB07469
P0CG22	DB07765
P04054	DB02659
Q86XF0	DB04163
Q9Y6F1	DB12332
Q6UWM7	DB08430
P14920	DB03531
P23458	DB11817
P08758	DB03484
O75116	DB13931
P13639	DB11823
P07948	DB09079
Q8WX39	DB04512
P09848	DB04564
O60218	DB06246
P19961	DB03088
O75390	DB03499
P02144	DB02396
P11226	DB03721
P30084	DB09568
Q7Z4J2	DB04465
Q99798	DB04562
P68104	DB14487
P07478	DB03127
P49411	DB14548
P78330	DB14548
Q96PD5	DB14548
Q99835	DB11978
P00748	DB12598
P54219	DB01577
P0C0L5	DB14533
P36507	DB12010
P04731	DB14548
P14867	DB00237
P47869	DB00237
P34903	DB00237
P48169	DB00237
P31644	DB00237
Q16445	DB00237
P18505	DB00237
P47870	DB00237
P28472	DB00237
O14764	DB00237
P78334	DB00237
Q8N1C3	DB00237
P18507	DB00237
Q99928	DB00237
O00591	DB00237
Q9UN88	DB00237
Q05586	DB09409
Q12879	DB09409
Q13224	DB09409
Q14957	DB09409
O15399	DB09409
Q8TCU5	DB09409
O60391	DB09409
P23415	DB14011
P48167	DB14011
P08908	DB12141
P28222	DB12141
P28221	DB12141
P28566	DB12141
P30939	DB12141
P28223	DB12141
P41595	DB12141
P28335	DB12141
P46098	DB12141
O95264	DB12141
Q8WXA8	DB12141
Q70Z44	DB12141
A5X5Y0	DB12141
Q13639	DB12141
P50406	DB12141
P34969	DB12141
P35348	DB00477
P35368	DB00477
P25100	DB00477
P08913	DB00477
P18089	DB00477
P18825	DB00477
P08588	DB00715
P07550	DB00715
P13945	DB00715
P35348	DB01365
P35368	DB01365
P25100	DB01365
P08913	DB01365
P18089	DB01365
P18825	DB01365
P21728	DB00477
P21918	DB00477
P11229	DB00568
P08172	DB00568
P20309	DB00568
P08173	DB00568
P08912	DB00568
P35498	DB05541
Q9Y5Y9	DB05541
Q9UI33	DB05541
Q99250	DB05541
Q9NY46	DB05541
P35499	DB05541
Q14524	DB05541
Q01118	DB05541
Q9UQD0	DB05541
Q15858	DB05541
Q07699	DB05541
O60939	DB05541
Q9NY72	DB05541
Q8IWT1	DB05541
Q05586	DB00418
Q12879	DB00418
Q13224	DB00418
Q14957	DB00418
O15399	DB00418
Q8TCU5	DB00418
O60391	DB00418
Q9Y2T6	DB14011
P06733	DB14533
O75340	DB14481
Q969S2	DB14490
P46663	DB14487
Q06830	DB14533
Q0VD83	DB14548
P14867	DB15489
P47869	DB15489
P34903	DB15489
P48169	DB15489
P31644	DB15489
Q16445	DB15489
Q8N1C3	DB15489
P18507	DB15489
Q99928	DB15489
Q13936	DB09232
Q01668	DB09232
O60840	DB09232
Q13698	DB09232
Q02641	DB09232
Q08289	DB09232
P54284	DB09232
O00305	DB09232
O00555	DB09232
O43497	DB13746
O95180	DB13746
Q9P0X4	DB13746
P02786	DB14490
P29372	DB14548
P05109	DB14533
P30101	DB14548
Q9NZD4	DB14491
Q16595	DB14491
P06702	DB14548
Q16602	DB15328
P39748	DB14491
P00846	DB13955
Q14457	DB13955
P02765	DB14548
P04003	DB14548
P08603	DB14548
P10909	DB14548
P35858	DB14548
P19823	DB14548
P35527	DB14548
P05160	DB14487
P51693	DB14548
Q9Y5S1	DB14050
P35498	DB09085
Q9Y5Y9	DB09085
Q9UI33	DB09085
Q99250	DB09085
Q9NY46	DB09085
P35499	DB09085
Q14524	DB09085
Q01118	DB09085
Q9UQD0	DB09085
Q15858	DB09085
P00488	DB13151
P35228	DB01686
P37059	DB13956
P06737	DB03288
Q9P0X4	DB01388
P30542	DB00651
P00519	DB05184
P00451	DB11571
P23219	DB00350
P21728	DB00372
P35916	DB06080
Q9H4B7	DB05147
P17948	DB05932
Q9UPY5	DB11590
P06213	DB01306
P04049	DB08896
P12259	DB11572
P24530	DB06558
P20309	DB00332
P00734	DB00278
P13716	DB02878
P14060	DB14540
P14780	DB01593
P21554	DB05750
P30556	DB00966
P34995	DB00929
P11836	DB09336
P29475	DB01997
Q07869	DB00412
P28702	DB00755
Q13639	DB04917
P14618	DB07697
Q12809	DB00280
P11229	DB00245
P34972	DB11755
Q9H244	DB06209
P25021	DB00751
P06746	DB14489
Q05940	DB00865
P03372	DB00367
P08700	DB14548
Q04828	DB04674
P24046	DB00801
P69905	DB06154
P80365	DB14540
P10275	DB00621
P22888	DB06719
P35498	DB04930
P07437	DB01873
P13631	DB00926
P21918	DB00589
Q9H3N8	DB01142
P36888	DB06469
Q9NYK1	DB06530
Q99720	DB00907
P15692	DB03088
P37288	DB05452
P08588	DB00248
P31040	DB09270
Q9Y5Y9	DB00645
O76074	DB00975
P48637	DB06151
P14061	DB02901
Q14524	DB00473
P30968	DB00666
P09619	DB05014
P10826	DB00926
Q09428	DB01067
P00747	DB00086
P16442	DB04678
P37231	DB00328
P00742	DB01109
Q9UBS5	DB05010
P98194	DB01236
P16083	DB03147
P12821	DB00616
P54577	DB08371
P05121	DB00055
P29275	DB05936
P10415	DB06307
P08912	DB00408
P09917	DB00711
P00491	DB02377
P14679	DB11217
P80404	DB01080
P15291	DB03814
P35354	DB00328
P29474	DB01821
P08473	DB02597
P00915	DB00423
P00797	DB02803
P01008	DB05361
P05089	DB03144
P08913	DB00368
P08908	DB00321
P30518	DB05838
Q02641	DB01388
P46098	DB00543
P10828	DB03176
P21549	DB04083
P00918	DB00482
P04818	DB00563
P23921	DB05003
P28845	DB05064
P00374	DB01131
P34896	DB02800
P08709	DB04606
P02766	DB14548
P18825	DB00484
P05093	DB09061
P50440	DB04454
P20648	DB05351
P0DMS8	DB12010
Q9UM73	DB12130
P00740	DB13150
Q05586	DB03929
P35968	DB05014
P47869	DB00402
Q02127	DB03480
P25103	DB05418
P48551	DB00060
P23945	DB09066
P21917	DB00372
P41595	DB00508
P02794	DB14490
P00325	DB03703
P38435	DB01022
P11926	DB03856
P08173	DB00376
Q9GZZ6	DB01116
P19793	DB00523
O75311	DB09061
Q13224	DB01956
P0DP23	DB00831
P55017	DB00999
P41143	DB00333
P04083	DB01222
P00338	DB09130
P22303	DB00545
P31749	DB05971
Q13936	DB00401
P23415	DB00898
Q14432	DB01223
P35367	DB00334
P29466	DB05507
P28223	DB00363
P10721	DB04868
P30939	DB00952
P00326	DB02659
P31644	DB00395
P43119	DB11362
P28566	DB01224
P48169	DB00404
O43497	DB01388
P30049	DB01236
P23975	DB00245
Q07343	DB00824
P35348	DB00334
Q13621	DB00761
P03886	DB04464
P07202	DB11085
P41180	DB11093
P02787	DB06757
P04626	DB06021
P20701	DB02177
P54687	DB07544
P25101	DB05367
P34903	DB00395
P17174	DB04299
P02768	DB06728
P28335	DB00334
P22748	DB00606
P02671	DB04919
P04406	DB09130
Q12791	DB01110
P16066	DB04899
P06401	DB00396
P08172	DB00340
P18089	DB00408
P04035	DB01076
P35368	DB00334
P35462	DB00391
P13612	DB06822
P42330	DB02266
P30043	DB04345
P12235	DB04178
P43088	DB11660
P07101	DB04400
P18031	DB02259
P15509	DB11338
P68871	DB07428
Q9Y233	DB08387
P41145	DB00327
P15056	DB08553
P42261	DB01028
Q8TCU5	DB00915
P08253	DB06423
P48048	DB01382
Q01959	DB00422
P00390	DB02553
P34969	DB00363
P47712	DB13867
P28221	DB00321
P17181	DB00060
P10276	DB00926
P08235	DB00687
Q06432	DB01054
P04278	DB00539
P10827	DB04855
P05230	DB02264
P54289	DB00653
P07550	DB00335
P62942	DB01951
P01375	DB00852
Q9Y271	DB08855
P48443	DB00755
Q14654	DB01154
P12314	DB00072
Q9BQB6	DB01418
P25100	DB00368
Q03405	DB05476
O14556	DB11638
O15382	DB02635
P12268	DB03948
P05023	DB01078
P09601	DB04803
P30536	DB00897
Q15822	DB00514
P11388	DB00445
P15121	DB02020
P21802	DB02491
P31645	DB00245
P00439	DB04400
P14416	DB00363
Q12879	DB01520
P20839	DB06103
Q16445	DB00404
P00533	DB01259
P35372	DB00333
P47901	DB09059
P05546	DB14487
P14324	DB01785
P11473	DB01070
Q09470	DB01236
Q92731	DB00675
P04150	DB00324
P14867	DB00312
P28222	DB00320
P09488	DB03314
Q03013	DB04132
P09211	DB01834
Q13002	DB00418
P42262	DB00418
P42263	DB05047
P12931	DB01947
P06239	DB04395
P43681	DB00333
P17787	DB00674
P16234	DB06589
P07333	DB12010
P27487	DB03660
P01031	DB14487
P43220	DB09265
P08069	DB01306
O95180	DB01054
P11086	DB07739
Q02750	DB07046
P05771	DB14001
Q99584	DB11348
Q00535	DB04014
P26358	DB05668
P00749	DB02398
O75015	DB00072
P01023	DB12965
P51681	DB06652
P08581	DB07369
P11217	DB02348
P05231	DB05767
P03956	DB08491
P28482	DB04338
P29274	DB00651
P27169	DB14548
P00156	DB07778
P07858	DB03588
P07339	DB08740
P01579	DB10772
P50406	DB00458
P34913	DB08257
P01009	DB09130
O75469	DB00312
Q12882	DB03419
Q04760	DB03602
P45452	DB03033
Q9Y5N1	DB11642
P11387	DB05129
P56817	DB07110
O14965	DB06347
P02788	DB06987
Q00987	DB14548
P31930	DB07778
Q03181	DB00412
P99999	DB03977
P27824	DB13998
P13945	DB00960
P62937	DB09130
P09038	DB03959
Q13464	DB13931
P46059	DB01212
Q16539	DB01988
P03951	DB07074
Q8NER1	DB01744
P63316	DB01375
P60568	DB03453
P08183	DB04881
P04629	DB13926
P04275	DB11606
Q96RJ0	DB15665
P01584	DB05442
Q13231	DB04404
P27361	DB08862
P49841	DB02052
P04004	DB14548
P24941	DB02197
P06493	DB04014
P80188	DB04476
P19838	DB05464
P00750	DB09228
P06870	DB12598
P53779	DB06933
Q16678	DB07776
P08254	DB02367
P07900	DB02754
O75762	DB11755
P17252	DB06641
P27815	DB01088
P00450	DB14487
P16455	DB14487
O14920	DB05183
P05106	DB02709
P42574	DB07696
P14625	DB03758
O60760	DB07615
P00167	DB14529
P04271	DB07004
P13726	DB13150
P02751	DB14548
P22894	DB03636
P15559	DB02633
Q7Z2W7	DB14009
O15530	DB03777
P13569	DB04395
P39900	DB04405
P06744	DB03581
P08100	DB03152
P68400	DB03127
P02743	DB14487
Q96C86	DB07643
P23919	DB03666
P31939	DB02309
P11309	DB03650
Q06187	DB12010
Q08499	DB01954
P48736	DB05241
P43405	DB08846
Q71U36	DB05147
P68371	DB05147
P49137	DB07728
P68366	DB06772
Q13509	DB12695
P17900	DB08231
Q9UBX1	DB03691
Q14376	DB03501
P09871	DB00074
P50579	DB03086
P35030	DB03637
P55055	DB13174
Q9BY41	DB04297
P14555	DB02448
P25774	DB07589
P09960	DB05177
P04075	DB11638
P09874	DB03072
P07477	DB01745
Q96RI1	DB03619
P52732	DB08033
P14174	DB08333
P08238	DB07594
Q16881	DB05428
Q99250	DB13520
P62508	DB06884
P21964	DB03336
P11511	DB01006
P02675	DB13151
P00736	DB00074
P02745	DB00074
P02746	DB00074
P02747	DB00074
P08637	DB00072
P12318	DB00072
P31994	DB00072
P31995	DB00072
P68133	DB03903
P27797	DB11093
Q07954	DB13998
P11362	DB07525
P22607	DB09079
P35346	DB13985
P48147	DB08738
P06276	DB00677
O00519	DB12010
P27338	DB01037
P21397	DB01037
P47989	DB03516
Q00534	DB12001
P00813	DB02830
P11802	DB12010
Q9GZT9	DB14488
Q00975	DB08838
Q8N142	DB04418
P08263	DB03602
P36544	DB00312
Q9UGM1	DB05740
P18505	DB00829
P28472	DB00690
P47870	DB00818
Q08493	DB05266
Q08289	DB01023
Q13698	DB00898
O60840	DB09229
Q01668	DB00898
Q13547	DB08868
Q92769	DB01076
P49356	DB07771
P49354	DB07771
Q16665	DB08687
P43115	DB11113
P42336	DB12015
P42345	DB05241
Q00653	DB05487
P00441	DB05025
Q9NY47	DB08872
O00329	DB11952
O60674	DB08877
P07949	DB08901
Q02880	DB05488
P09467	DB05053
Q16790	DB09460
P03952	DB14487
O00206	DB05475
P54760	DB07253
P07237	DB14533
P04746	DB03088
P23141	DB01183
P01857	DB07375
P16152	DB04463
P15531	DB02887
Q96FI4	DB14490
P15086	DB07157
P07998	DB01961
P30291	DB08365
Q02763	DB12010
P04637	DB14487
O14757	DB07034
P05067	DB04892
Q8NET8	DB14009
P43235	DB03642
Q693P7	DB06090
P40238	DB13125
Q99527	DB13954
P01024	DB14487
P01308	DB14548
P52333	DB15035
Q16706	DB03414
P56524	DB14533
P30874	DB13925
P17538	DB07380
Q9Y5Y4	DB02056
O95749	DB06830
P33402	DB13170
P30926	DB01090
P32297	DB00848
P18507	DB00801
Q8N1C3	DB00842
Q99928	DB00842
P78334	DB00842
O00591	DB00842
Q9UN88	DB00898
P28476	DB00842
O14764	DB00842
P29034	DB14533
Q9UK17	DB06637
A8MPY1	DB00842
P07451	DB00703
P43166	DB01144
Q8TCC7	DB11995
P19652	DB14533
P35869	DB01097
P11474	DB06833
Q15788	DB06927
P20248	DB06944
Q15596	DB07080
P53350	DB12010
P61626	DB03013
P15085	DB04058
P78536	DB07189
P31151	DB14533
Q9UNI1	DB03757
P17612	DB03374
P61925	DB07583
Q9UJM8	DB04374
Q9NZK7	DB02795
Q13133	DB13174
P36897	DB08450
P45983	DB07276
P01859	DB08409
P84077	DB08231
P01834	DB07716
P25705	DB11638
P06576	DB12695
P60174	DB03135
Q14994	DB01620
P08574	DB07778
P22695	DB08330
P07919	DB08330
O14949	DB08330
P47985	DB07778
O14957	DB08453
P14927	DB07778
Q9UDW1	DB07778
Q9UKQ2	DB03880
Q7Z406	DB07470
P04054	DB02795
Q86XF0	DB04306
P14920	DB03793
P23458	DB12010
P08758	DB03935
P13639	DB12688
P07948	DB12010
P09848	DB04659
O60218	DB08772
P19961	DB03092
O75390	DB04230
P02144	DB02528
P11226	DB03879
P68104	DB14533
P07478	DB03976
P00748	DB14487
P0C0L5	DB14548
P14867	DB00241
P47869	DB00241
P34903	DB00241
P48169	DB00241
P31644	DB00241
Q16445	DB00241
P18505	DB00241
P47870	DB00241
P28472	DB00241
O14764	DB00241
P78334	DB00241
Q8N1C3	DB00241
P18507	DB00241
Q99928	DB00241
O00591	DB00241
Q9UN88	DB00241
Q05586	DB09481
Q12879	DB09481
Q13224	DB09481
Q14957	DB09481
O15399	DB09481
Q8TCU5	DB09481
O60391	DB09481
P08908	DB13025
P28222	DB13025
P28221	DB13025
P28566	DB13025
P30939	DB13025
P28223	DB13025
P41595	DB13025
P28335	DB13025
P46098	DB13025
O95264	DB13025
Q8WXA8	DB13025
Q70Z44	DB13025
A5X5Y0	DB13025
Q13639	DB13025
P50406	DB13025
P34969	DB13025
P35348	DB00490
P35368	DB00490
P25100	DB00490
P08913	DB00540
P18089	DB00540
P18825	DB00540
P08588	DB00726
P07550	DB00726
P13945	DB00726
P35348	DB09205
P35368	DB09205
P25100	DB09205
P08913	DB09205
P18089	DB09205
P18825	DB09205
P21728	DB00555
P21918	DB00555
P11229	DB00715
P08172	DB00715
P20309	DB00715
P08173	DB00715
P08912	DB00715
P35498	DB13269
Q9Y5Y9	DB13269
Q9UI33	DB13269
Q99250	DB13269
Q9NY46	DB13269
P35499	DB13269
Q14524	DB13269
Q01118	DB13269
Q9UQD0	DB13269
Q15858	DB13269
Q07699	DB13269
O60939	DB13269
Q9NY72	DB13269
Q8IWT1	DB13269
Q05586	DB00843
Q12879	DB00843
Q13224	DB00843
Q14957	DB00843
O15399	DB00843
Q8TCU5	DB00843
O60391	DB00843
P06733	DB14548
O75340	DB14487
Q969S2	DB14491
P46663	DB14533
Q06830	DB14548
Q13936	DB09236
Q01668	DB09236
O60840	DB09236
Q13698	DB09236
Q02641	DB09236
Q08289	DB09236
P54284	DB09236
O00305	DB09236
O00555	DB09236
P02786	DB14491
P05109	DB14548
Q9NZD4	DB14501
Q16595	DB14501
P39748	DB14501
P00846	DB13956
Q14457	DB13956
P35498	DB09088
Q9Y5Y9	DB09088
Q9UI33	DB09088
Q99250	DB09088
Q9NY46	DB09088
P35499	DB09088
Q14524	DB09088
Q01118	DB09088
Q9UQD0	DB09088
Q15858	DB09088
P35228	DB01835
P06737	DB03496
Q9P0X4	DB04841
P30542	DB00806
P00519	DB06616
P00451	DB11572
P23219	DB00461
P21728	DB00397
P35916	DB06101
Q9H4B7	DB06042
P17948	DB06080
P06213	DB01307
P04049	DB08912
P12259	DB13149
P24530	DB08932
P20309	DB00334
P00734	DB01123
P13716	DB04560
P14060	DB14541
P14780	DB01949
P21554	DB06155
P30556	DB01029
P34995	DB01088
P11836	DB11988
P29475	DB02027
Q07869	DB00573
P28702	DB00799
Q13639	DB05542
P14618	DB09130
Q12809	DB00308
P11229	DB00246
P34972	DB14009
Q9H244	DB06350
P25021	DB00768
P06746	DB14490
Q05940	DB00988
P03372	DB00396
Q04828	DB07768
P24046	DB00829
P69905	DB07427
P80365	DB14541
P10275	DB00623
P22888	DB09126
P35498	DB05232
P07437	DB03010
P13631	DB00982
P21918	DB00714
Q9H3N8	DB01238
P36888	DB06595
Q99720	DB00956
P15692	DB03754
P37288	DB06212
P08588	DB00264
Q9Y5Y9	DB00721
O76074	DB01972
P48637	DB09130
P14061	DB03461
Q14524	DB00527
P30968	DB01406
P09619	DB05146
P10826	DB02877
Q09428	DB01120
P00747	DB00302
P16442	DB04679
P37231	DB00412
P00742	DB01225
Q9UBS5	DB06354
P98194	DB01373
P16083	DB03541
P12821	DB00691
P54577	DB08617
P05121	DB00197
P10415	DB06756
P08912	DB00420
P09917	DB00744
P00491	DB02391
P14679	DB11254
P80404	DB01699
P35354	DB00461
P29474	DB01833
P08473	DB05796
P00915	DB00436
P00797	DB03024
P01008	DB06271
P05089	DB03731
P08913	DB00370
P08908	DB00363
P30518	DB06212
Q02641	DB04855
P46098	DB00555
P10828	DB03181
P21549	DB08060
P00918	DB00562
P04818	DB00642
P23921	DB05420
P28845	DB06992
P00374	DB01157
P34896	DB02824
P08709	DB04758
P18825	DB00502
P05093	DB14009
Q9UM73	DB12141
P00740	DB13192
Q05586	DB04620
P35968	DB05075
P47869	DB00404
Q02127	DB03523
P25103	DB05421
P48551	DB00068
P21917	DB00408
P41595	DB00543
P02794	DB14491
P00325	DB04105
P38435	DB01125
P11926	DB04083
P08173	DB00387
Q9GZZ6	DB01161
P19793	DB00749
O75311	DB14009
Q13224	DB05956
P0DP23	DB00836
P55017	DB01021
P41143	DB00497
P04083	DB01234
P00338	DB11638
P22303	DB00674
P31749	DB06486
Q13936	DB00568
P23415	DB01028
Q14432	DB01303
P35367	DB00341
P29466	DB07733
P28223	DB00370
P10721	DB05146
P30939	DB00953
P00326	DB02721
P31644	DB00402
P28566	DB01238
P48169	DB00418
O43497	DB04841
P23975	DB00285
Q07343	DB01088
P35348	DB00346
Q13621	DB00774
P03886	DB12695
P07202	DB11496
P41180	DB11348
P02787	DB09130
P04626	DB06366
P20701	DB03932
P25101	DB06199
P34903	DB00402
P17174	DB09130
P02768	DB11359
P28335	DB00363
P22748	DB00703
P02671	DB05099
P04406	DB11638
Q12791	DB01119
P16066	DB05034
P06401	DB00421
P08172	DB00342
P18089	DB00457
P04035	DB01095
P35368	DB00346
P35462	DB00408
P13612	DB09033
P42330	DB03461
P30043	DB04363
P18031	DB02420
P68871	DB07645
Q9Y233	DB08389
P41145	DB00370
P15056	DB08881
P42261	DB01189
Q8TCU5	DB00949
P48048	DB08838
Q01959	DB00454
P00390	DB02895
P34969	DB00408
